Accident_Index,year,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type,Cities
BS0000131,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.521038,Daylight,None,-0.209941,1,1,Metropolitan Police,Dry,Single carriageway,30,0.600694444,Urban,Fine no high winds,Car,Slidell
BS0000132,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.507137,Daylight,None,-0.194779,1,1,Metropolitan Police,Dry,Single carriageway,30,0.694444444,Urban,Fine no high winds,Motorcycle over 500cc,Bangor
BS0000133,2024,Auto traffic signal,Roundabout,Slight,51.50467,Daylight,None,-0.21577,1,1,Metropolitan Police,Dry,Dual carriageway,30,0.3125,Urban,Fine no high winds,Car,Caribou
BS0000134,2024,Give way or uncontrolled,Crossroads,Slight,51.492092,Darkness - lights lit,None,-0.164113,1,2,Metropolitan Police,Dry,Single carriageway,30,0.795138889,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Portland
BS0000135,2024,Give way or uncontrolled,T or staggered junction,Slight,51.487452,Daylight,None,-0.195412,1,1,Metropolitan Police,Dry,Single carriageway,30,0.690972222,Urban,Fine no high winds,Car,Baltimore
BS0000136,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.491921,Darkness - lights lit,None,-0.158934,2,1,Metropolitan Police,Dry,Single carriageway,30,0.215972222,Urban,Fine no high winds,Car,Salisbury
BS0000137,2024,Give way or uncontrolled,Mini-roundabout,Slight,51.477465,Daylight,None,-0.183422,1,2,Metropolitan Police,Dry,Single carriageway,30,0.340277778,Urban,Fine no high winds,Car,Boston
BS0000138,2024,Auto traffic signal,Crossroads,Slight,51.496607,Daylight,None,-0.206,1,2,Metropolitan Police,Dry,Single carriageway,30,0.620833333,Urban,Fine no high winds,Car,Milton
BS0000139,2024,Give way or uncontrolled,T or staggered junction,Slight,51.494936,Daylight,None,-0.185032,1,2,Metropolitan Police,Dry,Single carriageway,30,0.770833333,Urban,Fine no high winds,Car,Worcester
BS0000140,2024,Auto traffic signal,Crossroads,Slight,51.492747,Darkness - lights lit,None,-0.200533,1,2,Metropolitan Police,Dry,One way street,30,0.03125,Urban,Fine no high winds,Car,Alpena
BS0000141,2024,Give way or uncontrolled,T or staggered junction,Slight,51.499127,Daylight,None,-0.159652,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.423611111,Urban,Raining no high winds,Car,Detroit
BS0000142,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.502269,Darkness - lights lit,None,-0.188199,1,1,Metropolitan Police,Dry,Single carriageway,30,0.90625,Urban,Fine no high winds,Car,Flint
BS0000143,2024,Give way or uncontrolled,T or staggered junction,Slight,51.488958,Daylight,None,-0.164959,1,3,Metropolitan Police,Dry,Single carriageway,30,0.584722222,Urban,Fine no high winds,Motorcycle 125cc and under,Grand Rapids
BS0000144,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.500996,Daylight,None,-0.193148,1,2,Metropolitan Police,Dry,Single carriageway,30,0.777777778,Urban,Fine no high winds,Car,Houghton Lake
BS0000145,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.496408,Daylight,None,-0.169846,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.385416667,Urban,Fine no high winds,Car,Lansing
BS0000146,2024,Auto traffic signal,T or staggered junction,Slight,51.494692,Daylight,None,-0.192533,3,2,Metropolitan Police,Dry,Single carriageway,30,0.640277778,Urban,Fine no high winds,Car,Marquette
BS0000147,2024,Give way or uncontrolled,T or staggered junction,Serious,51.490626,Daylight,None,-0.191253,1,1,Metropolitan Police,Dry,One way street,30,0.659722222,Urban,Fine no high winds,Car,Muskegon
BS0000148,2024,Auto traffic signal,Crossroads,Slight,51.492931,Daylight,None,-0.200814,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.61875,Urban,Raining no high winds,Car,Sault Ste Marie
BS0000149,2024,Give way or uncontrolled,T or staggered junction,Slight,51.521682,Daylight,None,-0.210925,1,1,Metropolitan Police,Dry,Single carriageway,30,0.65625,Urban,Fine no high winds,Car,Duluth
BS0000150,2024,Give way or uncontrolled,T or staggered junction,Slight,51.480112,Daylight,None,-0.180148,1,1,Metropolitan Police,Dry,Single carriageway,30,0.576388889,Urban,Fine no high winds,Car,International Falls
BS0000151,2024,Give way or uncontrolled,T or staggered junction,Slight,51.490988,Daylight,None,-0.197289,2,2,Metropolitan Police,Dry,One way street,30,0.555555556,Urban,Fine no high winds,Car,Minneapolis
BS0000152,2024,Give way or uncontrolled,T or staggered junction,Slight,51.485441,Daylight,None,-0.181664,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.395833333,Urban,Raining no high winds,Car,Rochester
BS0000153,2024,Give way or uncontrolled,T or staggered junction,Slight,51.492645,Daylight,None,-0.193911,1,1,Metropolitan Police,Dry,Single carriageway,30,0.645833333,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,St Cloud
BS0000154,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.499915,Daylight,None,-0.210625,1,2,Metropolitan Police,Dry,Single carriageway,30,0.5625,Urban,Fine no high winds,Other vehicle,Greenville
BS0000155,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.477831,Daylight,None,-0.183839,1,2,Metropolitan Police,Dry,Single carriageway,30,0.715277778,Urban,Fine no high winds,Car,Greenwood
BS0000156,2024,Give way or uncontrolled,Crossroads,Slight,51.508817,Daylight,None,-0.210564,1,2,Metropolitan Police,Dry,Single carriageway,30,0.408333333,Urban,Fine no high winds,Bus or coach (17 or more pass seats),Gulfport
BS0000157,2024,Auto traffic signal,Crossroads,Slight,51.48106,Daylight,None,-0.183279,1,2,Metropolitan Police,Dry,Single carriageway,30,0.341666667,Urban,Fine no high winds,Car,Hattiesburg
BS0000158,2024,Give way or uncontrolled,T or staggered junction,Slight,51.498242,Daylight,None,-0.201181,1,2,Metropolitan Police,Dry,Single carriageway,30,0.53125,Urban,Fine no high winds,Car,Meridian
BS0000159,2024,Auto traffic signal,Crossroads,Serious,51.489354,Daylight,None,-0.19044,1,2,Metropolitan Police,Dry,Single carriageway,30,0.708333333,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,Tupelo
BS0000160,2024,Auto traffic signal,Crossroads,Slight,51.501365,Daylight,None,-0.19371,1,1,Metropolitan Police,Dry,Single carriageway,30,0.444444444,Urban,Fine no high winds,Car,Cape Girardeau
BS0000161,2024,Give way or uncontrolled,Crossroads,Slight,51.495197,Daylight,None,-0.196115,1,2,Metropolitan Police,Dry,Single carriageway,30,0.791666667,Urban,Fine no high winds,Car,Columbia
BS0000162,2024,Give way or uncontrolled,T or staggered junction,Slight,51.481664,Daylight,None,-0.187431,4,2,Metropolitan Police,Dry,Single carriageway,30,0.577083333,Urban,Fine no high winds,Car,Kansas City
BS0000163,2024,Auto traffic signal,Crossroads,Slight,51.497127,Daylight,None,-0.204683,1,2,Metropolitan Police,Dry,Single carriageway,30,0.659722222,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Rolla/Vichy
BS0000164,2024,Give way or uncontrolled,T or staggered junction,Slight,51.481577,Daylight,None,-0.176057,1,2,Metropolitan Police,Dry,Single carriageway,30,0.309027778,Urban,Fine no high winds,Car,St Joseph
BS0000165,2024,Give way or uncontrolled,T or staggered junction,Slight,51.495809,Daylight,None,-0.171743,1,2,Metropolitan Police,Dry,Single carriageway,30,0.597222222,Urban,Fine no high winds,Car,St Louis
BS0000166,2024,Auto traffic signal,Crossroads,Slight,51.481894,Daylight,None,-0.173308,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,0.552083333,Urban,Raining no high winds,Car,Billings
BS0000167,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.506866,Daylight,None,-0.206462,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.315972222,Urban,Fine no high winds,Motorcycle over 500cc,Butte
BS0000168,2024,Give way or uncontrolled,T or staggered junction,Slight,51.493777,Darkness - lights lit,None,-0.174129,1,1,Metropolitan Police,Dry,Single carriageway,30,0.83125,Urban,Fine no high winds,Car,Cut Bank
BS0000169,2024,Auto traffic signal,Crossroads,Slight,51.495117,Daylight,None,-0.1735,1,2,Metropolitan Police,Wet or damp,One way street,30,0.572916667,Urban,Raining no high winds,Goods over 3.5t. and under 7.5t,Dillon
BS0000170,2024,Auto traffic signal,Crossroads,Slight,51.48342,Daylight,None,-0.167342,2,2,Metropolitan Police,Dry,Single carriageway,30,0.743055556,Urban,Fine no high winds,Car,Glasgow
BS0000171,2024,Give way or uncontrolled,T or staggered junction,Slight,51.507464,Darkness - lights lit,None,-0.204421,2,2,Metropolitan Police,Dry,Single carriageway,30,0.817361111,Urban,Fine no high winds,Car,Great Falls
BS0000172,2024,Auto traffic signal,Crossroads,Slight,51.514787,Daylight,None,-0.195197,1,2,Metropolitan Police,Dry,Single carriageway,30,0.805555556,Urban,Fine no high winds,Car,Havre
BS0000173,2024,Auto traffic signal,More than 4 arms (not roundabout),Slight,51.49387,Daylight,None,-0.17427,1,1,Metropolitan Police,Dry,Single carriageway,30,0.805555556,Urban,Fine no high winds,Car,Helena
BS0000174,2024,Give way or uncontrolled,T or staggered junction,Slight,51.504753,Daylight,None,-0.215334,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.767361111,Urban,Fine no high winds,Car,Kalispell
BS0000175,2024,Give way or uncontrolled,T or staggered junction,Slight,51.483409,Daylight,None,-0.166622,1,2,Metropolitan Police,Dry,Single carriageway,30,0.395833333,Urban,Fine no high winds,Car,Miles City
BS0000176,2024,Give way or uncontrolled,T or staggered junction,Slight,51.480027,Daylight,None,-0.18044,1,3,Metropolitan Police,Dry,Single carriageway,30,0.748611111,Urban,Fine no high winds,Car,Missoula
BS0000177,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.495356,Darkness - lights lit,None,-0.183143,1,1,Metropolitan Police,Dry,Single carriageway,30,0.850694444,Urban,Fine no high winds,Car,Grand Island
BS0000178,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.508632,Daylight,None,-0.198466,1,1,Metropolitan Police,Dry,Dual carriageway,30,0.607638889,Urban,Fine no high winds,Car,Lincoln
BS0000179,2024,Auto traffic signal,Crossroads,Slight,51.493759,Daylight,None,-0.17874,1,2,Metropolitan Police,Dry,Dual carriageway,30,0.791666667,Urban,Fine no high winds,Car,Norfolk
BS0000180,2024,Give way or uncontrolled,T or staggered junction,Slight,51.482582,Daylight,None,-0.171264,1,2,Metropolitan Police,Dry,Single carriageway,30,0.357638889,Urban,Fine no high winds,Car,North Platte
BS0000181,2024,Auto traffic signal,T or staggered junction,Slight,51.504146,Daylight,None,-0.210891,1,2,Metropolitan Police,Dry,Single carriageway,30,0.701388889,Urban,Fine no high winds,Car,Omaha
BS0000182,2024,Give way or uncontrolled,T or staggered junction,Slight,51.507464,Darkness - lights lit,None,-0.204421,1,2,Metropolitan Police,Dry,Single carriageway,30,0.017361111,Urban,Fine no high winds,Car,Scottsbluff
BS0000183,2024,Give way or uncontrolled,T or staggered junction,Slight,51.486493,Darkness - lights lit,None,-0.179894,1,2,Metropolitan Police,Dry,Single carriageway,30,0.840277778,Urban,Fine no high winds,Car,Sidney
BS0000184,2024,Give way or uncontrolled,Crossroads,Serious,51.495808,Daylight,None,-0.183269,1,2,Metropolitan Police,Dry,Single carriageway,30,0.770833333,Urban,Fine no high winds,Car,Valentine
BS0000185,2024,Auto traffic signal,Crossroads,Slight,51.527785,Darkness - lights lit,None,-0.21602,2,1,Metropolitan Police,Dry,Single carriageway,30,0.884722222,Urban,Fine no high winds,Car,Ely
BS0000186,2024,Give way or uncontrolled,T or staggered junction,Slight,51.500693,Daylight,None,-0.162038,5,5,Metropolitan Police,Dry,Single carriageway,30,0.659027778,Urban,Fine no high winds,Car,Las Vegas
BS0000187,2024,Auto traffic signal,T or staggered junction,Slight,51.483635,Darkness - lights lit,None,-0.163876,1,3,Metropolitan Police,Dry,Single carriageway,30,0.017361111,Urban,Fine no high winds,Car,Mercury
BS0000188,2024,Give way or uncontrolled,T or staggered junction,Slight,51.495363,Daylight,None,-0.177812,1,2,Metropolitan Police,Dry,Single carriageway,30,0.465277778,Urban,Fine no high winds,Car,Reno
BS0000189,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.492096,Daylight,None,-0.158639,2,1,Metropolitan Police,Dry,Single carriageway,30,0.731944444,Urban,Fine no high winds,Car,Winnemucca
BS0000190,2024,Give way or uncontrolled,T or staggered junction,Slight,51.480199,Darkness - lights lit,None,-0.185761,1,1,Metropolitan Police,Dry,Single carriageway,30,0.031944444,Urban,Fine no high winds,Car,Mt. Washington
BS0000191,2024,Auto traffic signal,T or staggered junction,Slight,51.509123,Daylight,None,-0.195277,1,2,Metropolitan Police,Dry,Single carriageway,30,0.583333333,Urban,Fine no high winds,Car,Atlantic City
BS0000192,2024,Give way or uncontrolled,T or staggered junction,Slight,51.490031,Daylight,None,-0.187676,1,2,Metropolitan Police,Dry,Single carriageway,30,0.805555556,Urban,Fine no high winds,Car,Albuquerque
BS0000193,2024,Give way or uncontrolled,T or staggered junction,Slight,51.486143,Daylight,None,-0.180484,1,2,Metropolitan Police,Dry,Single carriageway,30,0.791666667,Urban,Fine no high winds,Car,Clayton
BS0000194,2024,Auto traffic signal,T or staggered junction,Slight,51.49226,Darkness - lights lit,None,-0.157624,1,2,Metropolitan Police,Dry,Single carriageway,30,0.816666667,Urban,Fine no high winds,Car,Roswell
BS0000195,2024,Give way or uncontrolled,Roundabout,Slight,51.517979,Darkness - lights lit,None,-0.204007,2,2,Metropolitan Police,Wet or damp,Roundabout,30,0.936111111,Urban,Other,Car,Albany
BS0000196,2024,Give way or uncontrolled,T or staggered junction,Slight,51.495373,Daylight,Pedestrian in carriageway - not injured,-0.172625,2,1,Metropolitan Police,Dry,Single carriageway,30,0.791666667,Urban,Fine no high winds,Car,Binghamton
BS0000197,2024,Give way or uncontrolled,T or staggered junction,Slight,51.477989,Darkness - lights lit,None,-0.182393,1,2,Metropolitan Police,Dry,Single carriageway,30,0.885416667,Urban,Fine no high winds,Car,Buffalo
BS0000198,2024,Give way or uncontrolled,Roundabout,Slight,51.493667,Daylight,None,-0.184362,1,2,Metropolitan Police,Dry,Roundabout,30,0.333333333,Urban,Fine no high winds,Car,Glens Falls
BS0000199,2024,Auto traffic signal,Crossroads,Slight,51.488493,Darkness - lights lit,None,-0.192922,1,1,Metropolitan Police,Dry,Single carriageway,30,0.916666667,Urban,Fine no high winds,Taxi-Private hire car,Islip
BS0000200,2024,Auto traffic signal,Private drive or entrance,Slight,51.501762,Daylight,None,-0.184473,1,2,Metropolitan Police,Dry,Single carriageway,30,0.697916667,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over,New York
BS0000201,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.48757,Daylight,None,-0.168184,1,1,Metropolitan Police,Dry,Single carriageway,30,0.445833333,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Syracuse
BS0000202,2024,Give way or uncontrolled,T or staggered junction,Slight,51.480047,Daylight,None,-0.181735,1,2,Metropolitan Police,Dry,One way street,30,0.402083333,Urban,Fine no high winds,Van - Goods 3.5 tonnes mgw or under,Asheville
BS0000203,2024,Give way or uncontrolled,T or staggered junction,Slight,51.480962,Daylight,None,-0.176946,3,2,Metropolitan Police,Dry,Single carriageway,30,0.679166667,Urban,Fine no high winds,Car,Cape Hatteras
BS0000204,2024,Give way or uncontrolled,T or staggered junction,Slight,51.484282,Daylight,None,-0.159242,1,1,Metropolitan Police,Dry,Single carriageway,30,0.780555556,Urban,Fine no high winds,Car,Charlotte
BS0000205,2024,Data missing or out of range,Not at junction or within 20 metres,Serious,51.4975,Daylight,None,-0.164904,1,1,Metropolitan Police,Dry,Single carriageway,30,0.659722222,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t,Greensboro
BS0000206,2024,Give way or uncontrolled,T or staggered junction,Slight,51.509333,Daylight,None,-0.197286,1,2,Metropolitan Police,Dry,Single carriageway,30,0.388194444,Urban,Fine no high winds,Car,Hickory
BS0000207,2024,Auto traffic signal,T or staggered junction,Slight,51.499528,Daylight,None,-0.197096,2,1,Metropolitan Police,Dry,Dual carriageway,30,0.770833333,Urban,Fine no high winds,Car,Raleigh/Durham
BS0000208,2024,Data missing or out of range,Not at junction or within 20 metres,Slight,51.523506,Daylight,None,-0.206673,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,0.375,Urban,Raining no high winds,Car,Bismarck
BS0000209,2024,Give way or uncontrolled,T or staggered junction,Slight,51.507862,Daylight,None,-0.195182,1,1,Metropolitan Police,Dry,Single carriageway,30,0.5,Urban,Fine no high winds,Car,Dickinson
BS0000210,2024,Give way or uncontrolled,Roundabout,Slight,51.486884,Daylight,None,-0.252906,1,2,Metropolitan Police,Dry,Roundabout,30,0.732638889,Urban,Fine no high winds,Taxi-Private hire car,Fargo
BS0000211,2024,Auto traffic signal,T or staggered junction,Slight,51.516804,Daylight,None,-0.227259,1,2,Metropolitan Police,Dry,Single carriageway,30,0.368055556,Urban,Fine no high winds,Car,Grand Forks
BS0000212,2024,Give way or uncontrolled,T or staggered junction,Slight,51.500733,Daylight,None,-0.193591,1,1,Metropolitan Police,Dry,Single carriageway,30,0.763888889,Urban,Fine no high winds,Car,Williston
